[	1.86130e+00	1.86130e+00	1.86130e+00	1.86130e+00	1.86130e+00	[	-1.00000e+00	9.99999e-01	-2.15324e+00
[	1.80848e+00	1.80848e+00	1.80848e+00	1.80848e+00	1.80848e+00	[	-9.82364e-01	1.01745e+00	-2.15254e+00
[	1.75378e+00	1.75378e+00	1.75378e+00	1.75378e+00	1.75378e+00	[	-9.63335e-01	1.03536e+00	-2.15295e+00
[	1.69970e+00	1.69970e+00	1.69970e+00	1.69970e+00	1.69970e+00	[	-9.43875e-01	1.05298e+00	-2.15442e+00
[	1.64869e+00	1.64869e+00	1.64869e+00	1.64869e+00	1.64869e+00	[	-9.24949e-01	1.06952e+00	-2.15693e+00
[	1.60311e+00	1.60311e+00	1.60311e+00	1.60311e+00	1.60311e+00	[	-9.07470e-01	1.08427e+00	-2.16042e+00
[	1.56175e+00	1.56175e+00	1.56175e+00	1.56175e+00	1.56175e+00	[	-8.90993e-01	1.09759e+00	-2.16487e+00
[	1.51954e+00	1.51954e+00	1.51954e+00	1.51954e+00	1.51954e+00	[	-8.73596e-01	1.11108e+00	-2.17026e+00
[	1.47245e+00	1.47245e+00	1.47245e+00	1.47245e+00	1.47245e+00	[	-8.53662e-01	1.12593e+00	-2.17656e+00
[	1.41919e+00	1.41919e+00	1.41919e+00	1.41919e+00	1.41919e+00	[	-8.30428e-01	1.14238e+00	-2.18375e+00
[	1.35875e+00	1.35875e+00	1.35875e+00	1.35875e+00	1.35875e+00	[	-8.03147e-01	1.16056e+00	-2.19179e+00
[	1.28964e+00	1.28964e+00	1.28964e+00	1.28964e+00	1.28964e+00	[	-7.70588e-01	1.18060e+00	-2.20063e+00
[	1.21033e+00	1.21033e+00	1.21033e+00	1.21033e+00	1.21033e+00	[	-7.31359e-01	1.20257e+00	-2.21024e+00
[	1.12023e+00	1.12023e+00	1.12023e+00	1.12023e+00	1.12023e+00	[	-6.83897e-01	1.22597e+00	-2.22056e+00
[	1.01940e+00	1.01940e+00	1.01940e+00	1.01940e+00	1.01940e+00	[	-6.26527e-01	1.24990e+00	-2.23153e+00
[	9.09266e-01	9.09266e-01	9.09266e-01	9.09266e-01	9.09266e-01	[	-5.57481e-01	1.27275e+00	-2.24308e+00
[	7.93055e-01	7.93055e-01	7.93055e-01	7.93055e-01	7.93055e-01	[	-4.74867e-01	1.29194e+00	-2.25512e+00
[	6.75171e-01	6.75171e-01	6.75171e-01	6.75171e-01	6.75171e-01	[	-3.76981e-01	1.30443e+00	-2.26756e+00
[	5.62898e-01	5.62898e-01	5.62898e-01	5.62898e-01	5.62898e-01	[	-2.62641e-01	1.30595e+00	-2.28030e+00
[	4.64023e-01	4.64023e-01	4.64023e-01	4.64023e-01	4.64023e-01	[	-1.31091e-01	1.29220e+00	-2.29324e+00
[	3.86446e-01	3.86446e-01	3.86446e-01	3.86446e-01	3.86446e-01	[	1.63707e-02	1.25986e+00	-2.30625e+00
[	3.37766e-01	3.37766e-01	3.37766e-01	3.37766e-01	3.37766e-01	[	1.77490e-01	1.20623e+00	-2.31923e+00
[	3.20321e-01	3.20321e-01	3.20321e-01	3.20321e-01	3.20321e-01	[	3.47033e-01	1.13275e+00	-2.33209e+00
[	3.32354e-01	3.32354e-01	3.32354e-01	3.32354e-01	3.32354e-01	[	5.17465e-01	1.04405e+00	-2.34474e+00
[	3.68663e-01	3.68663e-01	3.68663e-01	3.68663e-01	3.68663e-01	[	6.80883e-01	9.46654e-01	-2.35711e+00
[	4.18873e-01	4.18873e-01	4.18873e-01	4.18873e-01	4.18873e-01	[	8.28893e-01	8.49949e-01	-2.36914e+00
[	4.73138e-01	4.73138e-01	4.73138e-01	4.73138e-01	4.73138e-01	[	9.54628e-01	7.62278e-01	-2.38080e+00
[	5.24806e-01	5.24806e-01	5.24806e-01	5.24806e-01	5.24806e-01	[	1.05634e+00	6.87839e-01	-2.39206e+00
[	5.68449e-01	5.68449e-01	5.68449e-01	5.68449e-01	5.68449e-01	[	1.13376e+00	6.29481e-01	-2.40293e+00
[	6.02873e-01	6.02873e-01	6.02873e-01	6.02873e-01	6.02873e-01	[	1.18981e+00	5.86340e-01	-2.41339e+00
[	6.28807e-01	6.28807e-01	6.28807e-01	6.28807e-01	6.28807e-01	[	1.22880e+00	5.55889e-01	-2.42344e+00
[	6.47509e-01	6.47509e-01	6.47509e-01	6.47509e-01	6.47509e-01	[	1.25464e+00	5.35542e-01	-2.43309e+00
[	6.60710e-01	6.60710e-01	6.60710e-01	6.60710e-01	6.60710e-01	[	1.27089e+00	5.22669e-01	-2.44235e+00
[	6.69927e-01	6.69927e-01	6.69927e-01	6.69927e-01	6.69927e-01	[	1.28050e+00	5.15034e-01	-2.45124e+00
[	6.76240e-01	6.76240e-01	6.76240e-01	6.76240e-01	6.76240e-01	[	1.28540e+00	5.11135e-01	-2.45976e+00
[	6.80591e-01	6.80591e-01	6.80591e-01	6.80591e-01	6.80591e-01	[	1.28723e+00	5.09680e-01	-2.46793e+00
[	6.83553e-01	6.83553e-01	6.83553e-01	6.83553e-01	6.83553e-01	[	1.28695e+00	5.09902e-01	-2.47575e+00
